price,weight
4530.0,0.0023196761574895324
4535.0,0.001441321804892765
4540.0,0.008752742710746168
4575.0,0.003518199689142349
4595.0,0.005639972257714342
4610.0,0.006045507837064058
4625.0,0.015980703798551002
4630.0,0.005998938495625792
4645.0,0.00761323991459305
4690.0,0.006831109806214122
4725.0,0.008432729266597353
4730.0,0.0072844348981730665
4745.0,0.006255320680627232
4755.0,0.012057662300362423
4760.0,0.007932802708074619
4790.0,0.02273561758377041
4800.0,0.010428992430874804
4805.0,0.007941389017169082
4810.0,0.007723128031556757
4850.0,0.005276609685451462
4895.0,0.00760255217818333
4900.0,0.012642757974511653
4915.0,0.01293476436896034
4970.0,0.01293056617411431
5000.0,0.007902218871358037
5010.0,0.012279676698275474
5015.0,0.006535971125926225
5065.0,0.011516478494623656
5085.0,0.009865583120002602
5090.0,0.013582419761845753
5100.0,0.007639638237530269
5115.0,0.0077780702660132355
5120.0,0.013341801100247101
5150.0,0.005673298699987628
5160.0,0.008568840449263648
5170.0,0.012136666434071961
5195.0,0.009419852159020966
5220.0,0.0070340040711818035
5325.0,0.007225869179819116
5335.0,0.007412505930813734
5380.0,0.005960500506311198
5400.0,0.006764619309733447
5410.0,0.014829402834484869
5435.0,0.008793440129450509
5470.0,0.00985017816980695
5520.0,0.00769336702466835
5530.0,0.014413654938723198
